,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
39,2.6676969291419699,2078.8946761297202,1542.1684576616999,132.14740331092599,22.6501091996101,357.97289622540899,787.29921703478703,76.471788470342602,2559.6430474181202,163.90277801501799
40,3.03439948276313,1968.4013879747899,455.87101881670998,61.421296524763797,23.4907229119055,316.414572148037,637.37689265656195,75.090371736965594,2848.4900784639799,311.05239791963697
41,2.46520497109548,1936.0991372886699,1056.55498512092,71.294058220134403,24.523380697422901,271.97567829096499,129.07716285609999,66.420794361958798,2868.5865272270298,227.02255734554001
42,2.6643886488451098,1996.15914531562,525.05777410665996,77.506882539453002,18.126107057514702,223.408685433481,28.658102341345799,69.489773480624194,2220.58744458909,314.77666871192798
43,1.1935295819757199,1965.9292269426101,899.60370102175204,102.959068581182,19.566716236383701,225.810222871408,871.08895482242804,73.454694516503295,2335.5417917127602,91.047646334499007
44,2.91433327547696,2049.3734037036002,382.263358534453,81.352047368864703,16.391594726860902,233.29606269354699,561.99213083873099,69.814615161811304,2262.7843655602901,303.07545236936102
45,4.31566578217077,1913.3796769783901,822.91873548349997,143.576937132067,24.275588096403801,274.98879441553601,260.85934108214099,75.957328567087899,1639.91252544902,248.24432985606299
46,2.3384242881944401,1963.3515601311101,1155.1605040936099,150.01582977181701,18.299421376434399,315.904178072587,644.36314205410895,71.303989767743005,3407.7135811816102,304.42327409578297
47,1.29816724555935,1984.51137289759,1405.78682165894,130.94279793724701,21.829239901064501,288.95209880887001,161.007718499953,74.680913255144404,2526.8142557450101,228.86771964423701
48,2.1344461442368199,1986.3490526226601,809.29380350873305,95.089021840853405,19.364925719002201,205.499760973999,196.35764266490401,76.340207250163999,2459.5245260030902,289.95714157236102
49,4.1479664322164398,1991.7897886655301,1250.1982751007899,116.856462171446,21.573264949315199,320.74017249754598,755.50055516443501,70.355464026767294,1795.7193592502899,189.88330728957001
50,3.0578301469235099,1987.25985886021,403.395230243573,112.719826048096,19.390511070932401,336.245383730252,352.831983527717,73.016488886857701,2016.50363680435,206.693378878874
51,4.1821285843821601,1940.7392371818601,347.99175041115899,111.969772877024,18.800283361216199,304.19048833648799,229.928336911591,72.769473216596097,2097.6694523852102,226.422645257059
52,1.84692315458134,1956.0872973780999,622.72275801180001,115.70972016857,21.043317552693399,236.883671599211,393.39543680609,64.696400395422401,2436.2736592831702,188.27412303268599
53,1.3010250436731801,2057.9391925374298,939.85900883948102,136.32397457802199,23.329271883839802,292.62571560223103,523.84724864619602,69.382866074364102,2561.5446464270499,219.321971333448
54,3.6319348115438199,2065.51787986419,553.62093605568703,120.69587752402001,24.431893660076,308.97856492644502,234.16167437556001,69.802190629740295,2320.8186814687201,266.13830124966
55,3.9503517634850098,2078.0851895849801,578.47221012733098,101.985372572233,23.521570067206699,263.93679416466398,200.970956298652,75.929426240317397,2684.39394681658,321.58318393105998
56,4.61698956841306,1907.2408813839099,854.91187848920595,107.633965680302,26.260992773999401,294.75075809016101,465.51042873691102,74.955138512593507,2708.0922867868999,249.42557016522599
57,4.2563763273666204,1985.43627389172,481.46700879336402,86.2580477765799,21.3510430299661,240.09379413648401,61.317854931750503,71.596027461602603,3156.3001032843699,279.64644344123701
58,4.4673503810723503,2045.9199842477601,707.06406621661904,40.304805693410898,22.230347185623401,239.57687568979699,646.07422165641503,73.802966767068696,2718.5050482944298,268.64454753914998
59,3.1181762225086702,1892.7578001653201,968.17917133609501,162.46544671008201,23.967542820761398,260.18989719897201,173.81281165915601,71.183561047809405,2002.0439080036699,187.89016429038699
60,2.6765644382056402,2053.4297826253,259.35773613226701,106.195439435444,20.311339184118101,300.75458411051102,417.14328367957802,71.187553603364705,2145.0158811635902,304.42887076434101
61,3.17576486892054,1970.51813882891,724.57985912051697,151.41668418563799,22.206366594603701,313.627206741365,411.446771185876,73.554367241602705,2505.32548580907,205.20279730501201
62,2.0977464408295501,2019.0659656528501,1081.4126600427201,135.94927643841899,21.497303131771801,362.87736232656601,34.488906436842903,74.296700862346697,2860.2709609966,186.55566174172199
63,4.7947106272787501,1917.78360071006,764.78710621556399,91.660300168942797,22.6763903716021,317.473648157517,422.070243954587,69.076252045797801,2250.2111199646602,321.14590190966499
64,2.5619173843690999,1956.5871884129599,411.16020015156499,84.288918645911195,26.385859747112399,264.96387647524199,672.364980143195,70.102894497021197,3004.6965719919799,194.85305696654899
65,1.7051937885258599,1993.6240867952699,334.89340608630403,115.48232118498601,24.461133568691,302.34849649771098,168.59906701017499,73.781177682502204,1624.72053300225,283.28900723279099
66,4.41416119685704,2014.6233180531301,607.06163466444605,104.09785893216301,20.7786343232078,227.51331059066999,654.54880332396203,77.0465882211044,2241.4636114577802,281.27092784758298
67,3.4528211498693202,1868.3487451912899,576.50365819279796,87.386934531285505,23.3224226502699,291.33906866864299,338.93714058466702,73.593817132731303,2957.9155138165502,228.91172416346001
68,2.6819405089247699,1843.18256234416,1185.99314968772,106.823807795205,19.332700043508598,320.36301857729597,75.240019545144094,71.215032276701805,3377.3280442779401,92.447865100009295
69,3.1200216825948899,2042.2802833742801,600.76962105772498,88.413012645665404,23.0854223167781,280.64318201782498,324.27940227490097,69.526014814944503,2164.3889355657898,138.22472076673401
70,3.7251519198674399,2009.39872044359,962.77418637444896,148.31638575967401,16.869669635011601,289.23616959197,398.91983774240299,69.204642007198601,1337.4246923339999,172.54926889962499
71,2.0012337808596099,2008.31072030206,53.582277631198103,111.25927526507,22.785076374683602,309.57980426005798,887.09429491377603,72.486545984251293,2835.5711428292998,141.59841601308
72,2.5388687019454799,1929.6775307748301,1143.7871129135799,161.55774068613101,22.725194244016901,303.53008959713998,894.35492341165798,75.321098230126097,1934.3160328828701,131.922189046358
73,4.1809111484385504,2068.2673908214801,844.90556539778197,117.857237307933,18.039591588921599,347.60841419463299,404.64593455947198,69.600402819348702,3134.10349822334,219.99535125577
74,3.1266605963473202,1985.37632674925,1039.3859684961601,122.027950485535,22.687765330471301,247.09068642818801,202.39524562501501,67.648061231836294,1780.6313863826499,198.68579502587099
75,2.3933555967575599,2053.9283180202401,710.85192852188504,134.95754754722699,22.130448486989401,304.83299923771301,361.10634094191499,72.047441328383499,2802.17805816386,234.20891363400301
76,1.9400214113096601,1969.6236123157801,1251.7899056538099,92.419328368308499,22.244669175261201,291.93573439460801,565.33950813221395,69.181599161821794,2757.1303034867601,211.912630322441
77,2.9658117925846401,1952.0178976549,105.154466533956,104.48667749955899,23.898728042443601,308.47398879910202,808.80626401420398,75.825484164978704,1400.3579321796301,300.49962768578598
78,4.4331755468491902,1949.4545872246799,638.93979708710697,114.528376344994,25.798829898067801,281.11439081480597,293.44445187706799,76.836063406606598,2331.4695269183899,147.00706655670299
79,2.8968359119851201,1929.52018533042,386.79318228455998,147.304327145391,22.529384047861601,306.85419690189099,207.52115734889799,69.094185687221696,1869.98008853837,138.967712213374
80,2.5262078525756801,1990.62526162108,469.69213777041602,107.581745858228,25.126494687486399,325.15887948183803,451.86436518305999,71.709896137188295,2004.93278613354,195.97859018411
81,3.71167553514513,1835.9460653768499,1312.2665024973101,115.495390128164,24.167631967392101,259.25820076896599,7.0953540126407102,75.063222388192301,2840.9348525189098,228.50865320881999
82,3.4371928777298,1878.4940285810201,1129.2518001018,142.13075904864601,24.534357028063901,246.80936051436399,489.98828599528201,71.431383301423807,2010.3343388635999,156.26336629357499
83,2.9525263862479498,2014.7552494694401,971.08003439063305,99.757990908302304,20.208636136112801,297.14694776363001,574.78607309932295,69.933958342770396,2902.5091555856802,244.035478370514
84,2.9033048226395302,2019.6011349169301,278.106720460541,96.045271707134404,19.715323841828301,303.81877103994498,1021.61009393758,77.976560809194595,1604.1445022462001,241.318361361569
85,4.4571199880581904,2017.2044178019401,980.18923019340298,99.675032793114994,25.7224493200724,292.10168478606403,300.26020240865103,73.782827868636204,2546.3519623623802,192.158907636717
86,1.04436147111365,1948.3952377017499,1072.0103959913999,126.02768531924301,21.344914932770902,356.53071159911298,221.233654221069,69.345372699629294,2436.6915081748002,172.969660830289
87,2.5271022013132902,2021.8563952858599,881.13714991957897,132.65352487722001,22.447281994352299,255.190945494869,194.04974914195901,72.271183002900699,3214.5348093459502,220.557907868402
88,3.3194234714586801,2075.22120263035,78.914323643879698,140.938971719314,24.370475493343701,261.48693164646102,1013.0296061791699,74.273549065332304,2044.04357325501,301.76575439247
89,3.85839462105363,1873.6301543204199,981.86322919267798,102.429378146075,19.8395923863193,244.802386412792,876.82754132914897,75.971489310036901,1913.04928896465,192.19737089577299
90,2.1436166814380599,1924.8648321671001,957.37829018447098,116.753626353082,21.978814095184099,334.333067090101,679.95021683934704,67.026508225048403,2133.5911467885899,111.05652272875599
91,2.0413521645778001,1967.0375265755099,457.12719494793402,131.21548904020301,21.845143902179199,341.41267481321597,812.62931179408304,76.001527936808898,2573.63255590374,239.24127222460899
92,3.5524180485258299,1986.55243996333,818.13519445428096,102.614962309456,17.751531083596401,256.335929683774,414.21265465884301,72.513747180920404,2427.7269226661001,277.74689833463202
93,4.2719768525103401,1876.1680457001401,560.960950889983,63.511845639838299,26.039088916919901,289.49431573939898,237.68817189445201,76.439840642441993,2155.8622848975001,188.75682429545799
94,1.6209299773482999,2110.5664369975898,124.133740028623,191.053003718703,21.590294658686201,280.12046843285498,4.0990434009832999,72.680412438165504,1461.44884516197,171.988604783678
95,3.83340522231327,1921.9176394926899,1343.6008674887701,126.919151502633,21.245370872789898,303.84291391515802,49.975761399916898,70.678691502135607,3077.8693964880099,208.92944565799999
96,2.6077641787117201,2009.0343080866401,250.547072304832,79.346849832366203,21.874256956086999,206.00512770064501,550.10241574488498,74.370869325078004,2018.1782471454601,174.34976471794701
97,3.4653184071479899,2009.7970847203601,1061.4075159937599,71.420793490158104,22.011830868851,345.95274960054002,463.41150051958601,69.162765982152607,3051.04090860934,159.95893478387799
98,2.1485577140336698,1978.5531604783801,905.11529578583895,144.16009775368099,21.015618502050401,313.02346719827,355.29145347439498,69.560635607480194,3277.66085324609,175.90162804111401
99,3.95283414387118,1931.6878938473701,348.35464522898098,108.403571029378,22.951690290304601,208.04194137442499,97.545357732695805,71.807954850298998,3725.1907600735099,134.39255453825501
100,3.56585493794136,2207.7734806111898,696.14916296609795,94.187612861334003,23.562884632022001,291.803991355005,384.62939279558202,68.784472819546707,2596.68525061131,402.16380921959802
101,3.1078854375069298,1988.30196582608,177.03449474926299,52.074363628931998,16.9770831604711,292.07296677026699,793.83413503134,75.102747070517793,2371.3731320693901,172.99571044017301
102,3.9916328292896202,1881.6164873295299,663.33292062825001,123.506166871104,28.324968023644399,220.22560394020601,363.12801325010503,71.814615599997893,2323.7121770496301,314.69886568306498
103,2.31916633147187,1825.95249704412,901.70822235335299,112.556322536653,20.435556543929501,278.42899285091198,495.48340420964098,72.325587708782194,2401.5223186246899,128.47190385531701
104,2.4034275396068998,2018.95913118403,9.9862099239741102,59.174653727461603,22.501117260036299,318.19240537555299,108.44822944383699,69.115762426296797,2363.29454596808,222.30730719535501
105,2.6839288213838,1996.67205635904,1071.2099206431999,100.701483164466,23.149168041337401,288.75825289882403,358.35104456636998,69.842241653973602,2446.5686810068701,154.43954208175199
106,2.3345660134908099,2020.9764747602701,1013.5135962496601,109.505135228391,24.330904761094001,266.25862185942299,719.87000245896104,68.166533905038705,3773.1519488152599,264.83558442786398
107,5.1107805527022796,1961.39635012088,1074.13133365158,112.326434543918,27.707681736419499,266.74367886024299,695.84599880553901,71.526512036617405,2381.1898716790502,280.532100896548
108,4.1780669454916097,1932.75504828165,723.78332115105604,108.04547308452599,19.475397123373799,227.65594028653101,82.217044939651998,78.143307397503605,3307.24444961166,202.92847427205899
109,3.6486926628733301,2008.2693114132901,962.27836207121595,119.50972347983,18.217981594939499,303.84012648286398,12.0404868498002,73.389639242065698,2684.3125825953498,207.345568206595
110,3.4901617368990601,1986.34011019485,1257.7790030424301,93.748554127662402,24.593271999093801,338.10135873781201,76.682693407477302,76.179382718512301,2605.9496338702502,261.81946782925399
111,3.6151814021117601,1868.41263136988,800.34906403290802,149.274563252657,21.775273145561702,282.26565952087901,89.074071292478607,74.170087571078,2543.23690902203,156.385476165976
112,2.91988882419338,1910.93143389072,556.78914892429998,136.62865714834899,21.593174713184101,323.79631577336801,339.27330196095602,68.187508683790796,2331.69191215819,189.32920773875901
113,3.1080430480100198,1879.00070531557,1106.8257491633899,157.07648785400099,17.089228104804199,305.65863517506699,1227.2430965144699,72.625213107554103,1529.6044230796001,208.94521226798099
114,3.1534042728299201,2019.5521591591501,1063.74278115845,146.035949340321,23.695911148695998,295.73169773161698,822.31163384174602,70.648752778050195,2700.6653411330299,194.238670283906
115,3.7845337893902502,2080.4362604307898,818.584963242036,147.908960923558,23.093714735962699,270.14349482828499,764.94912931153794,74.791319910479501,2368.1027140123601,149.08456110111601
116,3.6607870591781499,2125.20620903089,856.37970724688103,120.193114819935,21.546763757755201,224.65747629487899,270.45764415616799,69.702994320537798,2953.3667480098702,132.05650313752599
117,4.1366909764279001,1944.5183652947601,589.64685316050702,102.349134804869,19.580546895680701,247.74498322370701,371.24765617513702,80.075363244465393,2588.9812815474702,346.27619109432698
118,3.9731078689182602,2007.8687729677699,691.38889674070106,120.680539412637,24.082653349998999,263.129987896194,298.92441024760598,71.680490546049995,2192.7650451321001,162.88266066591899
119,2.9672677471106201,2038.7284531135899,1104.7536314963099,137.29638528530299,20.398796832640802,237.000699552284,430.10782215760798,69.252305335691403,1706.2611478691199,383.66340054898802
120,4.3794304422471297,1899.0293214333699,329.38605369623298,79.833231670983196,20.0632229826574,308.07672481346998,34.5476967005972,74.519119055558605,1994.67460301086,237.57111554358499
121,1.6601859658961999,1959.5967579396799,149.662405265887,118.18466631321,19.331106598172799,253.305033770883,987.20156014447502,78.868134957945998,2355.72536764392,171.81045830345099
122,2.21786865226637,2076.5225711016701,177.23291309539201,76.946875034910093,21.037842462362999,307.30122695702102,712.63719675299296,73.982965649285603,2114.7731499350002,189.484400535253
123,2.1672172325318799,2021.81098318314,315.23185730623999,95.641677272560898,19.431257778407002,258.37016852749503,131.981649001476,73.353930938574607,2494.2142265088,284.18392217970398
124,3.28935953149906,2061.0144791707498,374.15517799858998,121.066050487483,20.981729593330101,307.84083832195302,197.63869625338501,75.618515007036805,2454.2021875178398,252.98851217578999
125,2.92790508776097,2012.5499765105601,627.09110256080498,97.740358412630499,23.961702148048701,280.527319306035,237.36103548278999,74.066128583820998,2170.8324717641599,223.85568086830099
126,2.7913516771252902,2135.7986794062999,1361.9606544496,122.466336798646,22.532483077367299,250.111700908508,949.47392950753499,67.455344639569105,1849.9174646092299,326.66772157590799
127,1.8214918255849399,2045.55817844179,525.758520311344,121.754660866466,22.5361314375521,220.15223921886701,877.92320348275405,71.556740967173795,2078.1943652259101,229.18260612949399
128,2.8482496790382599,1963.86646687557,1079.9517245730101,138.873674524205,22.833644594843602,294.49409469264498,56.140334022909101,68.702038710091301,2655.4608627852699,236.30888485571001
129,1.7464578707931599,1885.7240042363101,686.26953508826102,106.704606483918,20.575593975320899,263.362796456392,182.22552125122499,77.094895116497298,2364.7967700989998,256.28323482886299
130,3.4017608532536401,1925.46368752069,577.62120135899897,132.388360097445,23.373700903324998,282.14532866972002,601.84200675052398,72.622375877502293,2014.6357879366501,176.308067680269
131,2.75701624775771,1986.1314433268101,668.45906994808797,103.17644327817,21.627801872063799,299.045889387724,852.59958459575,76.2141007700111,2945.9215845573699,243.82597079925901
132,2.9674273620117799,1987.18794795186,418.87780427809298,123.349104786111,19.106292238267201,305.71262407018099,563.97540524114697,71.769192493896796,2456.39500866037,220.193714078228
133,3.9539783775605,2056.29907229233,1428.3823671432899,45.122175355037299,24.830064856058399,319.150464552372,558.300420768246,69.016482658369199,2574.6762205453301,224.098202542613
134,2.9706290026253899,2060.7561696941698,387.02728024076998,45.863125728138002,21.344371057974602,305.48040885093201,370.045299389798,77.361641032020103,2471.3232960300402,257.49562204134099
135,2.27103246245581,1862.43206538239,1428.8703079695699,125.557042040984,24.023624089452699,317.57159135123999,293.08521985733103,81.594750013908794,2419.5207171483498,220.48182836147501
136,3.0974507222544299,1938.96287787084,370.00537645453801,173.254326216121,23.2765695401357,253.481768227446,254.108881882811,74.074910105867502,1847.81039754473,323.87659084047601
137,3.3245350577485602,1884.4743209467199,517.79683930238696,106.074955216557,20.409881699125201,297.45335910448398,730.28957127734998,74.692191071366196,2012.9734476082001,247.845359976872
138,1.9638823498781199,1941.7556953860201,976.00327026653304,97.068295395021906,19.7478221778379,242.523325163283,379.67987030616302,71.368211868678898,2437.9433170000102,190.12623681177899
139,3.5408059474856,1917.65572784448,1588.6772174211601,89.878206636890496,21.110360298965201,322.00895471280501,246.470756403297,75.148678545059298,2569.2667809494301,204.153010639737
140,0.790499431123456,2054.12380997521,876.79480165121197,116.8893911004,23.564968970754901,353.56194268727501,643.647660034262,70.080209567943001,2424.1486127930898,247.19319009200899
141,3.6520043449254,2145.26035210703,645.814748630493,125.160257350176,23.551392477423398,295.10137311364099,548.83905928988997,76.992003023745895,2267.57049040335,165.33235265511399
142,2.9961541080178402,2000.0212601437399,963.51498583824502,128.413302904304,22.4129111716308,293.69590266182701,252.55215403993199,70.941876839486696,2140.6631697666498,243.754769900751
143,2.7631589235908902,1910.8525778044,829.65606664560403,122.112128782529,21.177746107014599,295.27098438803199,430.68237615385698,70.577166053484007,2203.5811323247099,276.53961562811799
144,4.87425435721239,1974.9177740944201,23.614603000437398,80.792747630774599,20.621846306547798,365.18547076713998,352.82122375317402,75.219359642481706,1954.96444268869,293.25674752179498
145,2.7006392474606802,1939.3068913657801,956.971948093116,100.210884254774,17.218569582342901,279.94416110051299,360.51070871434098,75.147486544408494,2086.33197374258,239.47237470069999
146,2.5435393425616102,1949.4232502191101,366.75380398852701,71.168797924201399,23.554390003114399,218.56083563609599,793.01865165732204,73.017770360913801,2166.3224071017298,208.483085890784
147,2.5168490684133702,1954.98198852573,710.40717321375303,89.692366898883805,22.148860022147801,313.56619638842,759.41804866616599,74.322191361958005,2558.8753897042202,183.17770734771
148,3.2675229671305202,2107.5491131906801,712.148822056879,60.994260643363603,27.312167306820101,268.48500677392099,121.565801605074,81.053292822305494,3460.4382119465399,340.01662558248501
149,1.9168427670005199,2109.4416587791702,691.30168473571905,116.606569802103,21.6117356899519,341.789753872262,372.70528964014397,72.680025676007304,2085.8663830465498,265.17103914190602
150,2.7213310186026098,2006.43117479949,1135.88604253318,76.138874418415597,23.594098277489,262.06434465035198,873.23789119983905,73.161226875575096,2365.1136776294902,162.583903248181
151,3.3600843887132199,2014.3035952944699,783.01799709946101,58.0547671258525,20.7742485025137,257.14802851979601,581.85609650587298,75.482075801533199,2628.1558790918898,213.51977813463699
152,1.4931959879638901,1997.21255466864,1010.78473662415,107.549456408651,17.300539304668799,322.53249786837102,165.34544871528101,72.775930176555903,2144.8917333815002,160.115494585427
153,2.9298794403797901,2053.98537865147,911.05845596556696,126.72566648855,24.2542364251645,285.81110846113103,767.38173132453301,70.145388571206098,1767.31317497859,257.06636808624899
154,2.01536258698916,2028.5962912057801,634.82702523947103,115.034794497194,23.7037771102794,293.84922656613497,245.590610377704,80.254452538495201,1486.0947939999301,185.83007757709001
155,3.6387398162278601,2062.0135308231302,945.03026178659798,122.282217620936,21.555255941452501,223.26747677056699,1019.44239386834,70.854519808169897,1673.35514591182,163.43329783881899
156,2.8295939861184198,1944.09693228162,1114.8696341694799,124.874276015098,22.132971726698301,349.37108885779099,873.53072547301497,71.568203947811199,1687.6312806662299,179.21198704550801
157,3.9215788890821801,1832.56096474266,817.33221734604695,137.5164552247,20.387338749909699,239.662281461481,598.13363632899302,73.733220851969904,2798.7968396322299,295.41993688546802
158,3.0263570556014101,2114.43458423325,490.401702019418,81.635685272565098,20.172200321971602,294.82068114103402,553.81102572731504,73.6693326349382,2450.4916479327198,284.10349043014901
159,2.77697872335031,2021.52757718817,871.94604411054104,107.029915367572,20.3880962124326,295.53548755840097,318.87827209761298,72.205182387273695,2498.5446494914599,216.639016629297
160,2.3145405905100001,2005.15155469975,905.47360072916695,81.7933700224456,25.179894255425001,265.65200539509499,219.87624472182401,74.925554866749806,2053.6467971079001,239.280575835739
161,4.5344099993847804,1965.86679984377,429.35258858522099,128.402011407858,23.946867502653799,269.22688610621202,1013.40523688839,69.924069919368307,1768.4876217344899,206.352177325116
162,3.7789499636566699,1868.7010494957501,1152.9871447196001,141.17514840504501,18.2615047685428,283.30416030186399,1169.8808869109901,73.961012586306694,2332.5333073636598,205.45412724795401
163,2.3656825318777801,1930.95698101364,657.91670493660297,97.976013940888805,22.140477597413199,294.86563094450798,750.42381039187796,69.582314215856499,2326.6161862733902,154.71033462334699
164,2.6784591608731398,1914.07926123845,345.19322703403498,122.104823241077,16.9953034665714,368.651948453106,541.10865988268995,76.506519661392602,2521.11393788333,201.24407565245801
165,2.9975735538958102,2097.74172197707,1107.89478119209,128.59772275340899,24.659623233627102,262.61623197594798,405.60711396840998,74.569259221773706,2049.3206853840902,173.45679914261601
166,2.7723797781348201,2033.8201899104699,1249.3440225525301,103.987718939202,24.6727463523621,323.30540232115499,240.80107815394501,78.761627602764605,2438.2196828925298,170.77068976884999
167,1.0301885097202299,1923.8119757714501,274.91149964945402,126.758012246381,27.099202833494601,278.70956069454797,657.02647189535901,73.131267549448594,2687.1113497382198,126.716443030048
168,2.3868682435118398,1968.9530829027401,1190.0196060943899,115.23706821526901,24.486533636669201,298.12890234402698,416.22018437004402,72.342025054500795,2846.7502848306499,141.97823077828301
169,4.1141340139926399,2012.1503386944701,931.98731603763395,88.335516640987706,18.531005544841602,266.89025102299399,71.282496993067895,74.454860589425493,3003.7529449168401,250.26239443715099
170,3.6184979508667698,2037.6239684632401,1109.15764693759,133.499648910394,21.573072884048699,346.82434042287503,560.43268537930703,77.508045342248295,2607.2593106855902,230.78890452626601
171,2.27518169360637,1999.8521038869501,788.45627235442805,136.71028547338,20.199540777003001,367.549316139371,951.14424819878695,72.321161235376593,2427.97606672238,356.925974533366
172,3.44170557652716,1839.8646487225701,935.51179206228699,99.079858855311102,20.715839435442,330.37163651078902,556.15326251790304,76.6321383146785,3791.0728102928601,284.85295009151002
173,3.5840465141589499,1982.6012045907401,507.65679689737101,73.402660025146702,25.600547634639099,289.542355048226,347.83850744858501,76.099200215595801,2938.1230260252901,195.37041043697499
174,2.6916591360262601,1899.86915136573,742.68113687912899,100.33788511081001,19.869357237514102,358.27087784386498,394.16625762923798,73.067813869175495,2752.0119380042102,147.489582142926
175,2.0110420500144901,2094.7697920809401,1057.59745478492,168.911556337978,21.558424872965499,396.89822222215298,447.18442489161998,72.694298085519506,1548.02272406558,181.40449095141699
